month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202604,36260,"Ogden, UT",106.0,529900.0,0.0132,-0.0391,1474,0.0819,0.0311,44.0,-0.0745,-0.0114,878.0,0.1344,0.0281,34.0,0.1333,-0.2609,0.0109,0.0005,-0.0039,758.0,0.1881,-0.0026,0.2398,0.0198,-0.0053,816.0,0.0442,-0.0031,242.0,-0.0022,0.012,2214.0,0.0186,-0.0632,739571.0,-0.0074,0.052,2289.0,0.0734,0.0185,0.5534,-0.02,-0.019,0
202604,27420,"Jamestown, ND",876.0,322250.0,0.198,0.3153,28,-0.0351,-0.1406,68.0,0.0669,-0.0751,16.0,1.0,0.0,0.0,,,0.0,0.0,0.0,4.0,0.0,-0.3333,0.0607,-0.0069,-0.0341,22.0,0.075,0.0,122.0,-0.0376,-0.0104,2400.0,0.087,0.1773,353391.0,0.0081,-0.1316,49.0,0.0,-0.0935,0.7818,0.0801,0.1099,0
202604,40580,"Rocky Mount, NC",282.0,288239.0,-0.0022,-0.0366,529,0.0665,0.2491,59.0,-0.0208,0.0217,190.0,0.0,0.0795,24.0,-0.3333,1.0,0.0262,-0.0133,0.0118,180.0,0.1842,0.1538,0.1929,0.023,0.009,198.0,-0.0412,-0.2326,155.0,-0.0113,-0.0195,1792.0,0.0039,-0.0042,311347.0,0.0037,-0.0292,722.0,0.0169,0.0712,0.3743,-0.042,-0.2349,0
202604,19430,"Dayton-Kettering-Beavercreek, OH",67.0,258125.0,0.0538,0.045,1258,0.0697,0.1846,36.0,-0.2447,-0.0139,1248.0,0.1642,0.1492,14.0,-0.2222,-0.2222,0.0036,-0.0019,-0.0017,714.0,0.2888,0.2268,0.1831,0.0217,0.0198,1362.0,0.1818,0.0353,154.0,0.0145,0.0162,1614.0,0.0204,0.0214,302897.0,0.04,0.0197,2608.0,0.1242,0.1007,1.0827,0.1027,-0.156,0
202604,49420,"Yakima, WA",220.0,430000.0,-0.0034,0.0244,461,0.0501,0.2493,45.0,0.0227,0.0714,218.0,0.0481,0.09,6.0,,2.0,0.0063,0.0063,0.0038,152.0,0.2258,0.5833,0.1649,0.0193,0.0436,211.0,0.0048,-0.0474,241.0,-0.0072,-0.0232,1846.0,0.023,0.0217,499882.0,0.0184,-0.0169,670.0,0.0348,0.1415,0.4577,-0.0207,-0.1426,0
202604,24500,"Great Falls, MT",430.0,426250.0,0.0086,0.0303,177,0.0057,0.3511,48.0,-0.0732,0.2179,108.0,0.0385,-0.1429,0.0,,,0.0,0.0,0.0,54.0,-0.129,0.5,0.1353,-0.0298,0.0092,118.0,0.108,0.4658,220.0,0.0394,0.0574,2042.0,-0.0038,-0.0438,592587.0,0.0257,-0.0854,295.0,0.037,0.4091,0.6667,0.0616,0.0522,0
202604,31680,"Malvern, AR",817.0,241250.0,-0.0369,0.0675,97,-0.0631,0.1221,58.0,0.0088,0.1386,28.0,-0.3,-0.125,0.0,,,0.0,0.0,0.0,24.0,-0.2,0.0909,0.1477,-0.0381,-0.0019,42.0,0.037,0.037,140.0,0.0302,0.0556,1642.0,-0.0465,-0.0476,338618.0,-0.0386,0.0092,136.0,0.0423,0.1435,0.4352,0.042,-0.0357,0
202604,18180,"Concord, NH",278.0,573100.0,0.0812,0.0663,198,0.2036,0.4093,30.0,-0.2941,0.0,208.0,0.284,0.2235,4.0,0.0,1.0,0.0067,-0.0016,0.0034,48.0,0.2632,0.2,0.084,0.0079,0.0022,188.0,0.1713,0.0743,280.0,0.0108,0.0044,2069.0,0.0288,0.0707,671085.0,0.0345,0.0378,386.0,0.184,0.2235,0.9495,-0.0262,-0.2961,0
202604,25420,"Harrisburg-Carlisle, PA",93.0,342500.0,0.0075,-0.0452,824,0.0674,0.1273,34.0,-0.0629,0.0984,720.0,0.1321,0.0682,22.0,-0.2667,-0.2667,0.0091,-0.0056,-0.0049,290.0,0.0985,0.2288,0.1273,-0.001,0.0179,827.0,0.1816,0.1087,180.0,-0.0108,-0.0147,1898.0,0.0143,-0.0319,398155.0,0.008,-0.0634,1651.0,0.122,0.1182,1.0036,0.097,-0.0169,0
202604,10420,"Akron, OH",79.0,222450.0,-0.0307,-0.0449,848,0.015,0.0437,37.0,-0.0581,0.1061,788.0,-0.0025,-0.0816,6.0,-0.25,-0.4,0.0022,-0.001,-0.0019,342.0,0.1032,0.1554,0.1291,-0.0033,0.0122,940.0,0.1967,0.0562,143.0,-0.005,-0.0129,1639.0,-0.0124,-0.0282,314382.0,-0.004,-0.0209,1805.0,0.1125,0.0605,1.1085,0.1683,0.0131,0
202604,24700,"Greensburg, IN",852.0,271500.0,0.0721,0.15,44,-0.13,-0.1869,64.0,-0.2784,1.1345,34.0,0.4167,0.0625,0.0,,,0.0,0.0,0.0,14.0,-0.2222,-0.125,0.1354,-0.0413,-0.0141,24.0,-0.2295,0.119,161.0,0.0053,0.1959,1725.0,0.024,-0.1067,326468.0,0.0303,0.1234,70.0,-0.1258,-0.0544,0.5402,-0.0698,0.1477,1
202604,11020,"Altoona, PA",341.0,169900.0,0.0131,0.0241,185,0.0082,-0.0186,47.0,-0.1718,-0.245,110.0,-0.0351,0.1702,0.0,,,0.0,0.0,0.0,84.0,0.1667,0.4,0.1932,-0.013,-0.0256,127.0,3.0317,13.1111,103.0,-0.0101,-0.0554,1682.0,0.0004,0.0082,228899.0,0.0061,0.0529,313.0,0.4391,0.5848,0.6865,0.5148,0.6387,0
202604,45780,"Toledo, OH",92.0,219925.0,0.0499,-0.0825,915,0.0733,0.193,39.0,-0.1746,0.1818,684.0,0.2128,0.0459,10.0,0.6667,0.0,0.0043,0.0014,-0.0006,224.0,-0.0508,0.037,0.0964,-0.0178,-0.0056,711.0,0.0814,-0.0111,143.0,0.0154,-0.0047,1578.0,0.0237,-0.0381,285740.0,0.0427,-0.0314,1641.0,0.0846,0.1062,0.7765,0.0058,-0.1603,0
202604,38180,"Pierre, SD",887.0,323425.0,0.0227,-0.0746,55,0.101,0.4932,39.0,-0.3419,-0.56,18.0,-0.3571,-0.1818,0.0,,,0.0,0.0,0.0,12.0,0.0,1.0,0.1297,0.0093,0.0475,21.0,0.1667,-0.0233,268.0,-0.0089,-0.0196,1426.0,0.0328,0.1298,407169.0,-0.0088,-0.5012,75.0,0.145,0.3393,0.3853,0.0217,-0.2037,0
202604,25880,"Hillsdale, MI",650.0,317400.0,0.0879,0.0062,100,0.0205,-0.0149,51.0,-0.3014,-0.3014,62.0,0.1071,0.4091,0.0,,,0.0,0.0,0.0,26.0,0.1818,-0.35,0.1114,0.0066,-0.0895,61.0,0.2079,-0.0081,178.0,0.125,0.1547,1764.0,-0.0093,-0.1134,374087.0,0.0689,0.0173,162.0,0.0803,-0.0031,0.6131,0.0951,0.0042,0
202604,38460,"Plattsburgh, NY",450.0,217500.0,0.0754,-0.0521,121,0.0661,0.198,52.0,-0.5541,-0.1953,64.0,0.7778,0.2308,0.0,,,0.0,0.0,0.0,42.0,0.4,0.75,0.1527,0.0242,0.0467,92.0,0.1731,0.1438,152.0,0.0654,0.0911,1486.0,-0.0201,-0.0698,294703.0,0.0356,-0.0327,212.0,0.1013,0.1745,0.7562,0.069,-0.0359,0
202604,41620,"Salt Lake City-Murray, UT",50.0,552450.0,0.0045,-0.0392,2899,0.1184,0.0477,44.0,-0.0112,0.0115,1772.0,0.1658,0.0255,104.0,-0.2676,-0.1475,0.0167,-0.009,-0.0038,1288.0,0.1084,-0.1154,0.2087,-0.0042,-0.0305,1483.0,0.0404,-0.008,265.0,0.008,-0.0013,2254.0,0.0051,-0.03,741656.0,0.009,-0.0285,4366.0,0.0876,0.0261,0.5114,-0.0384,-0.0287,0
202604,21260,"Ellensburg, WA",605.0,838213.0,0.016,0.0688,346,0.2291,0.1216,52.0,-0.1186,0.1304,162.0,0.5,0.1571,2.0,0.0,0.0,0.0033,-0.0011,-0.0002,72.0,0.0286,-0.1818,0.1245,-0.0341,-0.0364,67.0,0.031,-0.3037,424.0,0.0251,-0.082,2152.0,0.0068,0.0477,1069620.0,0.0078,-0.0608,411.0,0.183,0.0061,0.1922,-0.0369,-0.1174,0
202604,25540,"Hartford-West Hartford-East Hartford, CT",47.0,464900.0,0.0109,0.0247,894,0.1928,-0.0692,25.0,-0.3636,-0.1695,1136.0,0.3428,-0.0422,16.0,0.1429,-0.2,0.0049,-0.0001,-0.0012,200.0,0.5873,-0.1379,0.0622,0.0167,-0.0044,1190.0,0.2224,-0.1457,254.0,0.0061,-0.0139,1862.0,0.0076,0.0684,635460.0,0.0397,0.0184,2084.0,0.2095,-0.106,1.3311,0.0322,-0.1192,0
202604,26620,"Huntsville, AL",103.0,379450.0,0.0026,0.0044,2856,0.0675,0.1126,66.0,-0.2919,0.1696,1280.0,0.0903,0.0323,114.0,-0.2875,-0.05,0.0203,-0.01,-0.0035,946.0,0.1103,0.0064,0.1668,0.0062,-0.0191,1483.0,0.0356,0.1265,171.0,0.0007,0.0004,2252.0,-0.0073,-0.0157,449488.0,0.0002,0.0177,4335.0,0.056,0.119,0.5192,-0.016,0.0064,0
202604,10380,"Aguadilla, PR",,503750.0,0.0075,-0.0015,265,-0.0848,0.0665,84.0,-0.1043,0.0,68.0,0.0,0.619,4.0,1.0,,0.0098,0.0055,0.0098,26.0,-0.1333,0.1818,0.0644,-0.009,0.0052,59.0,-0.1702,-0.2548,300.0,0.1008,0.1035,1886.0,-0.0573,-0.0573,898988.0,0.0258,0.0134,323.0,-0.1028,-0.0122,0.2212,-0.0228,-0.0954,0
202604,22180,"Fayetteville, NC",148.0,298125.0,0.0247,-0.063,1326,0.0388,-0.0015,51.0,-0.114,0.0,602.0,-0.0195,-0.1121,16.0,0.3333,-0.5,0.0057,0.0013,-0.0049,424.0,-0.0407,-0.1055,0.1498,-0.0097,-0.0053,887.0,0.0314,-0.1516,157.0,0.0021,-0.0062,1870.0,0.0088,-0.0548,313413.0,0.0249,-0.0129,2208.0,0.0337,-0.0664,0.6689,-0.0048,-0.1183,0
202604,36840,"Ottawa, KS",854.0,325725.0,0.0848,0.3094,51,-0.0648,0.0412,44.0,-0.296,0.1069,34.0,0.4167,-0.3704,0.0,,,0.0,0.0,0.0,16.0,-0.1111,-0.2727,0.1351,-0.0133,-0.0197,38.0,0.0,-0.1935,186.0,-0.0067,0.0654,1667.0,0.086,0.0303,354944.0,0.0192,0.1634,87.0,-0.0279,-0.0695,0.7426,0.0481,-0.2162,0
202604,32300,"Martinsville, VA",504.0,185000.0,0.0179,-0.0444,182,0.049,0.6621,64.0,-0.1119,0.4432,68.0,-0.0811,0.1333,0.0,,,0.0,0.0,0.0,70.0,-0.0278,0.6667,0.2015,-0.0187,0.0409,82.0,0.0789,-0.0989,125.0,-0.0204,-0.0654,1414.0,0.0145,-0.0699,246879.0,-0.0297,0.0012,263.0,0.0605,0.3283,0.4505,0.0125,-0.3805,0
202604,16380,"Celina, OH",697.0,308450.0,0.0618,0.4041,36,0.1833,0.1833,35.0,-0.2045,-0.2308,28.0,-0.125,0.0769,0.0,,,0.0,0.0,0.0,18.0,2.0,2.0,0.1999,0.1459,0.1324,36.0,0.0141,0.0435,173.0,-0.0297,0.134,1707.0,0.0028,0.0901,359964.0,-0.0338,0.2798,72.0,0.125,0.1339,1.0141,-0.1692,-0.1359,0
202604,40780,"Russellville, AR",448.0,280000.0,-0.0087,0.1429,246,0.0337,-0.0753,75.0,-0.2531,0.0996,92.0,0.1795,-0.2203,2.0,,0.0,0.005,0.005,0.0001,76.0,0.0,0.2667,0.1678,-0.0202,0.0605,108.0,0.1685,0.1497,142.0,0.0197,0.0632,1930.0,-0.0156,0.1048,379554.0,-0.0022,0.2875,349.0,0.0657,-0.0155,0.4379,0.0505,0.0857,0
202604,28820,"Kinston, NC",554.0,248975.0,0.0039,0.0164,167,-0.0119,0.7526,72.0,-0.2291,0.5053,54.0,0.0385,0.0,8.0,,,0.0289,0.0289,0.0289,60.0,0.0345,1.3077,0.2087,-0.0143,0.0899,65.0,0.3163,-0.0979,141.0,0.0075,0.0594,1719.0,0.0036,-0.001,251231.0,0.0158,-0.0175,231.0,0.0769,0.4085,0.3874,0.0966,-0.3652,0
202604,40540,"Rock Springs, WY",696.0,339999.0,0.0119,-0.0575,117,0.1202,0.3787,49.0,-0.0762,0.302,52.0,0.1818,-0.037,0.0,,-1.0,0.0,0.0,-0.0138,40.0,0.5385,0.4286,0.2546,0.0719,0.0469,,,,156.0,0.0161,0.0365,2148.0,-0.0346,-0.0614,380910.0,0.0208,-0.0154,117.0,0.1148,0.3787,,,,0
202604,21380,"Emporia, KS",761.0,238100.0,-0.0366,0.0487,72,0.3091,0.2,30.0,-0.5519,-0.1232,56.0,0.4,0.12,0.0,,,0.0,0.0,0.0,32.0,0.7778,-0.1579,0.1752,0.0452,-0.0349,53.0,0.3462,-0.16,126.0,-0.0482,0.0211,1787.0,-0.0094,-0.0226,264084.0,-0.0431,0.0328,125.0,0.3245,0.0,0.7292,0.0201,-0.3125,0
202604,31380,"Macomb, IL",842.0,99000.0,0.046,-0.0992,91,0.0055,0.0833,70.0,-0.3069,-0.2287,30.0,-0.0625,1.1429,0.0,,,0.0,0.0,0.0,20.0,-0.2308,0.25,0.1191,-0.0309,0.003,40.0,0.0,0.2344,71.0,0.0231,0.0215,1621.0,0.0142,0.0075,143693.0,0.0716,0.0207,130.0,0.0117,0.1304,0.4341,-0.0024,0.0531,1
202604,23500,"Gaffney, SC",546.0,277175.0,0.0134,0.0549,166,0.0061,0.2528,61.0,-0.1062,0.3481,58.0,0.0357,0.16,0.0,-1.0,,0.0,-0.0142,0.0,50.0,0.3889,-0.0741,0.1701,0.0422,-0.0427,68.0,0.124,-0.0145,165.0,-0.046,0.0392,1643.0,0.034,0.0054,300919.0,-0.033,0.0166,236.0,0.049,0.1658,0.4096,0.043,-0.1111,0
202604,22380,"Flagstaff, AZ",328.0,757188.0,0.0213,0.0444,583,0.1579,0.0928,59.0,-0.0965,0.17,246.0,0.0789,-0.2264,6.0,-0.25,-0.25,0.0057,-0.003,-0.0024,160.0,0.4035,0.0959,0.1578,0.0312,0.0204,207.0,0.122,0.0222,406.0,-0.0047,0.0134,1931.0,0.0245,0.017,1096394.0,-0.0233,-0.0059,785.0,0.1443,0.0695,0.3551,-0.0114,-0.0245,0
202604,12260,"Augusta-Richmond County, GA-SC",91.0,319900.0,0.0141,-0.0305,2494,0.0012,0.2677,63.0,-0.042,0.1009,976.0,0.0869,0.0083,46.0,-0.08,-0.4889,0.0099,-0.0011,-0.011,768.0,0.0213,0.4328,0.1611,-0.0016,0.033,1315.0,0.0516,0.0115,163.0,0.006,-0.004,2011.0,0.0098,-0.0171,400871.0,0.0151,-0.0099,3769.0,0.0133,0.1649,0.5274,0.0253,-0.1335,0
202604,32060,"Marion-Herrin, IL",489.0,199900.0,0.0254,-0.0914,195,0.0209,0.0714,51.0,0.005,-0.0146,78.0,-0.2642,0.1818,0.0,,-1.0,0.0,0.0,-0.011,70.0,0.1667,0.4,0.1802,0.0315,0.0425,113.0,0.2216,-0.0131,125.0,0.0172,-0.0052,1650.0,-0.0015,-0.041,261457.0,0.0607,-0.0388,312.0,0.1027,0.0559,0.5795,0.0952,-0.0496,0
202604,45820,"Topeka, KS",204.0,271750.0,0.0066,0.0352,267,0.045,-0.1159,33.0,-0.2083,0.0076,304.0,0.2991,-0.0318,0.0,,-1.0,0.0,0.0,-0.0023,114.0,0.2128,-0.2192,0.127,0.0037,-0.037,298.0,0.1288,-0.0644,143.0,0.0365,0.0979,1804.0,-0.0108,0.0045,332938.0,-0.0057,0.0678,568.0,0.0913,-0.0913,1.1161,0.0828,0.0615,0
202604,17860,"Columbia, MO",214.0,396250.0,0.0035,-0.0502,530,0.1053,0.1205,33.0,-0.1646,-0.2747,370.0,0.1859,0.142,0.0,-1.0,-1.0,0.0,-0.0047,-0.0017,168.0,0.2537,-0.0345,0.1781,0.0243,0.0265,60.0,0.2245,-0.8452,199.0,-0.0146,0.0075,2080.0,0.0274,-0.0309,491614.0,0.0303,0.0532,588.0,0.1148,-0.3161,0.1132,0.011,-0.706,0
202604,33660,"Mobile, AL",133.0,270675.0,0.0057,0.0029,1370,0.0209,0.0247,58.0,-0.0169,0.0087,526.0,-0.1982,-0.1054,16.0,0.0,1.0,0.0063,0.0001,0.0025,520.0,0.1207,0.07,0.2042,0.0223,-0.0215,666.0,0.1119,2.9062,151.0,0.0065,0.007,1799.0,0.0127,-0.0042,339815.0,0.0145,-0.0367,2034.0,0.0485,0.351,0.4863,0.0398,0.3587,0
202604,20780,"Edwards, CO",604.0,892450.0,0.0011,0.1347,860,-0.0035,0.0797,92.0,-0.0518,-0.1528,110.0,-0.1406,-0.127,4.0,-0.5,1.0,0.0034,-0.003,0.0017,98.0,0.0,0.3243,0.0798,-0.0001,0.015,224.0,-0.0629,-0.1566,684.0,-0.0188,0.3004,1521.0,0.0033,0.0296,2417394.0,-0.0315,0.2119,1075.0,-0.0115,0.0185,0.2599,-0.0165,-0.0728,0
202604,44220,"Springfield, OH",306.0,202500.0,0.0038,-0.049,184,0.0138,-0.1341,40.0,-0.1919,0.1189,164.0,0.2424,-0.1277,0.0,-1.0,-1.0,0.0,-0.0044,-0.0032,84.0,-0.0455,-0.16,0.1595,-0.0205,-0.0018,195.0,0.0806,-0.1356,153.0,0.0089,0.0216,1443.0,-0.0021,0.003,243390.0,0.0244,-0.1326,373.0,0.0434,-0.1305,1.0571,0.0653,-0.0018,0
202604,13820,"Birmingham, AL",48.0,299650.0,0.0141,-0.0008,4174,0.0292,0.0747,52.0,-0.0631,0.04,1960.0,0.0051,0.0251,90.0,-0.3077,0.25,0.0105,-0.0056,0.0016,1376.0,0.0733,0.0147,0.163,0.0085,0.002,2437.0,0.0633,-0.0134,161.0,0.0089,0.0081,1819.0,0.0075,-0.0247,394114.0,0.0276,0.0016,6619.0,0.0437,0.0447,0.5839,0.0187,-0.0521,0
202604,49260,"Woodward, OK",904.0,177250.0,0.0129,0.1292,73,0.0069,-0.0333,78.0,-0.1658,0.2787,16.0,-0.3846,-0.1111,0.0,,,0.0,0.0,0.0,16.0,0.3333,-0.2,0.1397,0.0382,-0.0162,29.0,-0.0492,0.0,104.0,0.0277,0.0431,1775.0,0.0362,0.0931,206204.0,0.0657,0.0249,100.0,-0.0291,-0.0385,0.4,-0.0236,0.0133,0
202604,27300,"Jacksonville, IL",739.0,147203.0,-0.0102,-0.062,50,0.0526,0.3333,45.0,0.2192,0.2027,28.0,-0.3913,-0.3,2.0,,,0.0161,0.0161,0.0161,12.0,-0.3333,2.0,0.1026,-0.0258,0.0633,38.0,-0.2188,-0.0625,91.0,-0.0547,0.0148,1524.0,0.017,-0.1541,179323.0,0.0393,-0.0975,88.0,-0.0486,0.1812,0.75,-0.2605,-0.3167,0
202604,25820,"Hereford, TX",915.0,230000.0,-0.066,-0.0514,77,0.1333,0.2439,69.0,-0.403,0.6294,16.0,-0.1111,-0.2,0.0,,,0.0,0.0,0.0,12.0,0.2,-0.1429,0.1129,0.011,-0.0455,10.0,-0.3871,-0.3448,120.0,-0.038,-0.0665,1943.0,-0.0301,0.0416,261998.0,-0.0098,0.0704,87.0,0.0485,0.1457,0.1242,-0.1054,-0.1116,0
202604,10660,"Albert Lea, MN",814.0,241175.0,0.0606,-0.1227,84,-0.0973,0.2463,59.0,0.2228,0.2553,32.0,-0.2,-0.2727,0.0,,,0.0,0.0,0.0,38.0,0.9,1.1111,0.2221,0.1002,0.1112,49.0,0.6066,0.0426,137.0,0.0171,0.0171,1683.0,-0.0181,-0.066,287932.0,0.0366,-0.0849,133.0,0.0813,0.1667,0.5868,0.2571,-0.1147,1
202604,30900,"Logansport, IN",750.0,200000.0,-0.0184,0.316,53,-0.1532,-0.0455,53.0,-0.291,0.2184,48.0,0.5,0.6,0.0,,,0.0,0.0,0.0,24.0,0.3333,-0.0769,0.1597,0.0129,-0.0559,55.0,0.6667,0.5493,120.0,0.0111,0.0556,1740.0,-0.0034,0.1561,243872.0,0.0067,0.2258,107.0,0.1031,0.1694,1.0476,0.5154,0.4022,0
202604,45180,"Talladega-Sylacauga, AL",410.0,249950.0,0.0128,0.0417,308,0.0065,0.0148,68.0,-0.0036,0.1098,104.0,0.2093,-0.037,14.0,1.3333,2.5,0.0247,0.0135,0.0181,86.0,-0.1731,-0.1224,0.1498,-0.0446,-0.0298,154.0,0.0848,0.2087,141.0,0.0089,0.0322,1763.0,-0.0025,-0.0457,379727.0,0.0165,0.0965,462.0,0.0313,0.0744,0.4984,0.036,0.0799,0
202604,22900,"Fort Smith, AR-OK",208.0,277875.0,0.0086,0.0054,870,0.0029,0.1895,67.0,-0.029,0.1858,320.0,0.1268,0.0526,4.0,0.0,-0.3333,0.0032,-0.0001,-0.0029,246.0,0.0424,0.1182,0.2009,0.0039,-0.0054,41.0,-0.0471,0.1912,145.0,-0.0055,-0.0164,1821.0,0.0136,-0.0306,353904.0,-0.0103,-0.0351,905.0,-0.0077,0.1838,0.0466,-0.0024,0.0001,0
202604,11540,"Appleton, WI",197.0,399950.0,0.0258,-0.0714,545,0.0471,1.0881,33.0,-0.0959,-0.1141,262.0,0.0738,0.1491,0.0,-1.0,,0.0,-0.0051,0.0,60.0,0.1111,-0.1176,0.0697,0.0011,-0.013,31.0,0.1071,-0.9036,200.0,0.0063,-0.0901,1848.0,0.0295,-0.0375,445040.0,0.0423,-0.0846,576.0,0.055,0.0044,0.0569,0.0031,-1.1749,1
202604,47220,"Vineland, NJ",313.0,299000.0,-0.0033,-0.0033,324,0.0801,0.0985,41.0,-0.2949,-0.0571,178.0,0.5614,0.3692,4.0,-0.5,-0.3333,0.0058,-0.0083,-0.004,74.0,-0.1395,-0.3393,0.114,-0.0305,-0.0622,166.0,0.1336,-0.122,200.0,-0.0182,-0.0209,1449.0,0.0087,-0.0116,341914.0,-0.0094,-0.0177,485.0,0.0999,0.0094,0.5116,0.0241,-0.1285,0
202604,43890,"Sparta, WI",642.0,271225.0,-0.0397,-0.063,83,0.1149,0.1702,50.0,-0.4407,0.3378,54.0,0.4211,0.2857,0.0,,,0.0,0.0,0.0,18.0,0.125,-0.1,0.0914,-0.0094,-0.0478,55.0,0.3293,0.3293,164.0,-0.0025,0.0173,1778.0,-0.0166,0.0459,374879.0,0.0144,0.0814,136.0,0.1674,0.2089,0.6606,0.1066,0.079,0
202604,12980,"Battle Creek, MI",316.0,210250.0,0.108,-0.1292,203,-0.0794,0.0384,47.0,-0.0412,0.069,138.0,0.0781,0.0299,0.0,,-1.0,0.0,0.0,-0.0111,68.0,-0.1707,-0.2093,0.1316,-0.0217,-0.0318,188.0,0.0444,0.0358,145.0,-0.0036,0.0251,1516.0,0.0266,-0.0856,275968.0,0.0001,-0.0318,394.0,-0.0211,0.0368,0.9261,0.1098,-0.0023,1
202604,32940,"Meridian, MS",433.0,202500.0,0.136,0.3235,150,-0.0033,0.4238,72.0,-0.2143,0.0362,62.0,0.3478,0.6316,0.0,-1.0,,0.0,-0.0079,0.0,44.0,0.2941,0.5714,0.1654,0.0225,0.0338,58.0,0.3068,-0.1016,106.0,0.0529,0.1383,1879.0,0.0414,0.0527,264381.0,0.1036,0.116,207.0,0.0672,0.2183,0.3846,0.0913,-0.2249,0
202604,17740,"Coldwater, MI",669.0,364450.0,0.1266,0.4952,95,0.0497,-0.1703,48.0,-0.2066,-0.0986,42.0,-0.16,-0.125,0.0,,,0.0,0.0,0.0,34.0,0.1333,0.2143,0.2032,0.0361,0.0656,40.0,0.1268,0.0,199.0,0.0069,0.2547,1767.0,0.0739,0.1572,428896.0,0.0656,0.3224,135.0,0.0843,-0.1318,0.4211,0.0288,0.0717,0
202604,47420,"Wahpeton, ND-MN",870.0,329900.0,0.0,-0.1632,78,0.0131,0.1567,129.0,-0.1288,0.702,18.0,0.5,0.2857,0.0,,-1.0,0.0,0.0,-0.0779,16.0,1.0,0.0,0.1246,0.0495,-0.0311,24.0,0.3714,0.7778,178.0,-0.0043,0.059,1764.0,0.0296,-0.1079,341392.0,0.0195,-0.0296,101.0,0.0635,0.2407,0.3097,0.0809,0.1082,1
202604,18660,"Cortland, NY",651.0,224675.0,0.0286,0.2536,63,0.2727,0.75,63.0,-0.3971,0.2537,44.0,0.4667,0.2222,0.0,,,0.0,0.0,0.0,18.0,0.5,1.25,0.0886,0.0115,0.03,89.0,0.1274,0.5128,122.0,0.0189,-0.1353,1722.0,-0.0375,0.0424,255940.0,-0.0396,-0.0515,151.0,0.185,0.5926,1.4048,-0.1811,-0.2202,0
202604,35380,"New Orleans-Metairie, LA",57.0,299000.0,0.0,-0.08,3958,0.0261,0.0065,68.0,-0.0423,0.0226,1134.0,0.0018,-0.0374,24.0,0.0,-0.0769,0.0039,-0.0001,-0.0003,1152.0,0.0549,-0.0479,0.1871,0.0039,-0.0087,1062.0,0.1438,-0.0153,179.0,0.0041,-0.0588,1663.0,0.0006,-0.0308,411200.0,0.0012,-0.092,5017.0,0.0487,0.0015,0.2683,0.0276,-0.0059,0
202604,43980,"Spencer, IA",907.0,176475.0,0.0567,-0.294,42,0.0909,0.037,79.0,-0.2139,0.4562,18.0,0.0,1.25,0.0,,,0.0,0.0,0.0,4.0,-0.5,-0.8,0.043,-0.0706,-0.1802,27.0,-0.0357,-0.1692,116.0,0.0081,-0.2803,1520.0,0.0794,-0.1186,222694.0,0.026,-0.2772,69.0,0.0301,-0.0616,0.6429,-0.0844,-0.1596,1
202604,31740,"Manhattan, KS",337.0,303500.0,0.0117,0.0467,313,0.0684,0.2327,42.0,0.006,0.0181,222.0,0.0472,0.1684,0.0,-1.0,-1.0,0.0,-0.0079,-0.0083,110.0,-0.0517,0.3415,0.1382,-0.0174,0.0219,293.0,0.2495,0.1379,141.0,-0.0182,0.0229,1989.0,0.0075,-0.092,340577.0,0.0242,0.0381,606.0,0.1511,0.1792,0.9376,0.1359,-0.0782,0
202604,15660,"Calhoun, GA",557.0,328200.0,0.0139,-0.0019,232,0.0547,0.3266,49.0,-0.173,-0.02,124.0,0.2917,0.7714,0.0,-1.0,-1.0,0.0,-0.0052,-0.0063,112.0,0.5135,0.75,0.2578,0.0541,0.0457,80.0,0.1852,0.3333,176.0,0.0393,-0.0225,1890.0,-0.0178,0.02,413020.0,0.0266,-0.0392,310.0,0.0764,0.3333,0.3456,0.0381,0.0017,1
202604,21140,"Elkhart-Goshen, IN",245.0,338250.0,0.0181,0.0344,204,-0.0239,-0.0169,50.0,-0.0246,0.32,180.0,0.2676,0.0345,6.0,2.0,-0.5714,0.0098,0.006,-0.0163,76.0,-0.1556,-0.2549,0.1313,-0.0414,-0.0483,195.0,0.137,-0.0418,161.0,0.0316,0.0543,2015.0,0.0015,-0.0226,478890.0,0.0495,0.2134,395.0,0.0409,-0.0187,0.9559,0.1353,-0.0248,0
